,year,vvp
2236,2007-02-15,1393.4
2237,2007-02-16,1393.4
2238,2007-02-17,1393.4
2239,2007-02-18,1393.4
2240,2007-02-19,1393.4
2241,2007-02-20,1393.4
2242,2007-02-21,1393.4
2243,2007-02-22,1393.4
2244,2007-02-23,1393.4
2245,2007-02-24,1393.4
2246,2007-02-25,1393.4
2247,2007-02-26,1393.4
2248,2007-02-27,1393.4
2249,2007-02-28,1393.4
2250,2007-03-01,1393.4
2251,2007-03-02,1393.4
2252,2007-03-03,1393.4
2253,2007-03-04,1393.4
2254,2007-03-05,1393.4
2255,2007-03-06,1393.4
2256,2007-03-07,1393.4
2257,2007-03-08,1393.4
2258,2007-03-09,1393.4
2259,2007-03-10,1393.4
2260,2007-03-11,1393.4
2261,2007-03-12,1393.4
2262,2007-03-13,1393.4
2263,2007-03-14,1393.4
2264,2007-03-15,1393.4
2265,2007-03-16,1393.4
2266,2007-03-17,1393.4
2267,2007-03-18,1393.4
2268,2007-03-19,1393.4
2269,2007-03-20,1393.4
2270,2007-03-21,1393.4
2271,2007-03-22,1393.4
2272,2007-03-23,1393.4
2273,2007-03-24,1393.4
2274,2007-03-25,1393.4
2275,2007-03-26,1393.4
2276,2007-03-27,1393.4
2277,2007-03-28,1393.4
2278,2007-03-29,1393.4
2279,2007-03-30,1393.4
2280,2007-03-31,1393.4
2281,2007-04-01,1393.4
2282,2007-04-02,1393.4
2283,2007-04-03,1393.4
2284,2007-04-04,1393.4
2285,2007-04-05,1393.4
2286,2007-04-06,1393.4
2287,2007-04-07,1393.4
2288,2007-04-08,1393.4
2289,2007-04-09,1393.4
2290,2007-04-10,1393.4
2291,2007-04-11,1393.4
2292,2007-04-12,1393.4
2293,2007-04-13,1393.4
2294,2007-04-14,1393.4
2295,2007-04-15,1393.4
2296,2007-04-16,1393.4
2297,2007-04-17,1393.4
2298,2007-04-18,1393.4
2299,2007-04-19,1393.4
2300,2007-04-20,1393.4
2301,2007-04-21,1393.4
2302,2007-04-22,1393.4
2303,2007-04-23,1393.4
2304,2007-04-24,1393.4
2305,2007-04-25,1393.4
2306,2007-04-26,1393.4
2307,2007-04-27,1393.4
2308,2007-04-28,1393.4
2309,2007-04-29,1393.4
2310,2007-04-30,1393.4
2311,2007-05-01,1393.4
2312,2007-05-02,1393.4
2313,2007-05-03,1393.4
2314,2007-05-04,1393.4
2315,2007-05-05,1393.4
2316,2007-05-06,1393.4
2317,2007-05-07,1393.4
2318,2007-05-08,1393.4
2319,2007-05-09,1393.4
2320,2007-05-10,1393.4
2321,2007-05-11,1393.4
2322,2007-05-12,1393.4
2323,2007-05-13,1393.4
2324,2007-05-14,1393.4
2325,2007-05-15,1393.4
2326,2007-05-16,1393.4
2327,2007-05-17,1393.4
2328,2007-05-18,1393.4
2329,2007-05-19,1393.4
2330,2007-05-20,1393.4
2331,2007-05-21,1393.4
2332,2007-05-22,1393.4
2333,2007-05-23,1393.4
2334,2007-05-24,1393.4
2335,2007-05-25,1393.4
2336,2007-05-26,1393.4
2337,2007-05-27,1393.4
2338,2007-05-28,1393.4
2339,2007-05-29,1393.4
2340,2007-05-30,1393.4
2341,2007-05-31,1393.4
2342,2007-06-01,1393.4
2343,2007-06-02,1393.4
2344,2007-06-03,1393.4
2345,2007-06-04,1393.4
2346,2007-06-05,1393.4
2347,2007-06-06,1393.4
2348,2007-06-07,1393.4
2349,2007-06-08,1393.4
2350,2007-06-09,1393.4
2351,2007-06-10,1393.4
2352,2007-06-11,1393.4
2353,2007-06-12,1393.4
2354,2007-06-13,1393.4
2355,2007-06-14,1393.4
2356,2007-06-15,1393.4
2357,2007-06-16,1393.4
2358,2007-06-17,1393.4
2359,2007-06-18,1393.4
2360,2007-06-19,1393.4
2361,2007-06-20,1393.4
2362,2007-06-21,1393.4
2363,2007-06-22,1393.4
2364,2007-06-23,1393.4
2365,2007-06-24,1393.4
2366,2007-06-25,1393.4
2367,2007-06-26,1393.4
2368,2007-06-27,1393.4
2369,2007-06-28,1393.4
2370,2007-06-29,1393.4
2371,2007-06-30,1393.4
2372,2007-07-01,1393.4
2373,2007-07-02,1393.4
2374,2007-07-03,1393.4
2375,2007-07-04,1393.4
2376,2007-07-05,1393.4
2377,2007-07-06,1393.4
2378,2007-07-07,1393.4
2379,2007-07-08,1393.4
2380,2007-07-09,1393.4
2381,2007-07-10,1393.4
2382,2007-07-11,1393.4
2383,2007-07-12,1393.4
2384,2007-07-13,1393.4
2385,2007-07-14,1393.4
2386,2007-07-15,1393.4
2387,2007-07-16,1393.4
2388,2007-07-17,1393.4
2389,2007-07-18,1393.4
2390,2007-07-19,1393.4
2391,2007-07-20,1393.4
2392,2007-07-21,1393.4
2393,2007-07-22,1393.4
2394,2007-07-23,1393.4
2395,2007-07-24,1393.4
2396,2007-07-25,1393.4
2397,2007-07-26,1393.4
2398,2007-07-27,1393.4
2399,2007-07-28,1393.4
2400,2007-07-29,1393.4
2401,2007-07-30,1393.4
2402,2007-07-31,1393.4
2403,2007-08-01,1393.4
2404,2007-08-02,1393.4
2405,2007-08-03,1393.4
2406,2007-08-04,1393.4
2407,2007-08-05,1393.4
2408,2007-08-06,1393.4
2409,2007-08-07,1393.4
2410,2007-08-08,1393.4
2411,2007-08-09,1393.4
2412,2007-08-10,1393.4
2413,2007-08-11,1393.4
2414,2007-08-12,1393.4
2415,2007-08-13,1393.4
2416,2007-08-14,1393.4
2417,2007-08-15,1393.4
2418,2007-08-16,1393.4
2419,2007-08-17,1393.4
2420,2007-08-18,1393.4
2421,2007-08-19,1393.4
2422,2007-08-20,1393.4
2423,2007-08-21,1393.4
2424,2007-08-22,1393.4
2425,2007-08-23,1393.4
2426,2007-08-24,1393.4
2427,2007-08-25,1393.4
2428,2007-08-26,1393.4
2429,2007-08-27,1393.4
2430,2007-08-28,1393.4
2431,2007-08-29,1393.4
2432,2007-08-30,1393.4
2433,2007-08-31,1393.4
2434,2007-09-01,1393.4
2435,2007-09-02,1393.4
2436,2007-09-03,1393.4
2437,2007-09-04,1393.4
2438,2007-09-05,1393.4
2439,2007-09-06,1393.4
2440,2007-09-07,1393.4
2441,2007-09-08,1393.4
2442,2007-09-09,1393.4
2443,2007-09-10,1393.4
2444,2007-09-11,1393.4
2445,2007-09-12,1393.4
2446,2007-09-13,1393.4
2447,2007-09-14,1393.4
2448,2007-09-15,1393.4
2449,2007-09-16,1393.4
2450,2007-09-17,1393.4
2451,2007-09-18,1393.4
2452,2007-09-19,1393.4
2453,2007-09-20,1393.4
2454,2007-09-21,1393.4
2455,2007-09-22,1393.4
2456,2007-09-23,1393.4
2457,2007-09-24,1393.4
2458,2007-09-25,1393.4
2459,2007-09-26,1393.4
2460,2007-09-27,1393.4
2461,2007-09-28,1393.4
2462,2007-09-29,1393.4
2463,2007-09-30,1393.4
2464,2007-10-01,1393.4
2465,2007-10-02,1393.4
2466,2007-10-03,1393.4
2467,2007-10-04,1393.4
2468,2007-10-05,1393.4
2469,2007-10-06,1393.4
2470,2007-10-07,1393.4
2471,2007-10-08,1393.4
2472,2007-10-09,1393.4
2473,2007-10-10,1393.4
2474,2007-10-11,1393.4
2475,2007-10-12,1393.4
2476,2007-10-13,1393.4
2477,2007-10-14,1393.4
2478,2007-10-15,1393.4
2479,2007-10-16,1393.4
2480,2007-10-17,1393.4
2481,2007-10-18,1393.4
2482,2007-10-19,1393.4
2483,2007-10-20,1393.4
2484,2007-10-21,1393.4
2485,2007-10-22,1393.4
2486,2007-10-23,1393.4
2487,2007-10-24,1393.4
2488,2007-10-25,1393.4
2489,2007-10-26,1393.4
2490,2007-10-27,1393.4
2491,2007-10-28,1393.4
2492,2007-10-29,1393.4
2493,2007-10-30,1393.4
2494,2007-10-31,1393.4
2495,2007-11-01,1393.4
2496,2007-11-02,1393.4
2497,2007-11-03,1393.4
2498,2007-11-04,1393.4
2499,2007-11-05,1393.4
2500,2007-11-06,1393.4
2501,2007-11-07,1393.4
2502,2007-11-08,1393.4
2503,2007-11-09,1393.4
2504,2007-11-10,1393.4
2505,2007-11-11,1393.4
2506,2007-11-12,1393.4
2507,2007-11-13,1393.4
2508,2007-11-14,1393.4
2509,2007-11-15,1393.4
2510,2007-11-16,1393.4
2511,2007-11-17,1393.4
2512,2007-11-18,1393.4
2513,2007-11-19,1393.4
2514,2007-11-20,1393.4
2515,2007-11-21,1393.4
2516,2007-11-22,1393.4
2517,2007-11-23,1393.4
2518,2007-11-24,1393.4
2519,2007-11-25,1393.4
2520,2007-11-26,1393.4
2521,2007-11-27,1393.4
2522,2007-11-28,1393.4
2523,2007-11-29,1393.4
2524,2007-11-30,1393.4
2525,2007-12-01,1393.4
2526,2007-12-02,1393.4
2527,2007-12-03,1393.4
2528,2007-12-04,1393.4
2529,2007-12-05,1393.4
2530,2007-12-06,1393.4
2531,2007-12-07,1393.4
2532,2007-12-08,1393.4
2533,2007-12-09,1393.4
2534,2007-12-10,1393.4
2535,2007-12-11,1393.4
2536,2007-12-12,1393.4
2537,2007-12-13,1393.4
2538,2007-12-14,1393.4
2539,2007-12-15,1393.4
2540,2007-12-16,1393.4
2541,2007-12-17,1393.4
2542,2007-12-18,1393.4
2543,2007-12-19,1393.4
2544,2007-12-20,1393.4
2545,2007-12-21,1393.4
2546,2007-12-22,1393.4
2547,2007-12-23,1393.4
2548,2007-12-24,1393.4
2549,2007-12-25,1393.4
2550,2007-12-26,1393.4
2551,2007-12-27,1393.4
2552,2007-12-28,1393.4
2553,2007-12-29,1393.4
2554,2007-12-30,1393.4
2555,2007-12-31,1393.4
2556,2008-01-01,1779.1
2557,2008-01-02,1779.1
2558,2008-01-03,1779.1
2559,2008-01-04,1779.1
2560,2008-01-05,1779.1
2561,2008-01-06,1779.1
2562,2008-01-07,1779.1
2563,2008-01-08,1779.1
2564,2008-01-09,1779.1
2565,2008-01-10,1779.1
2566,2008-01-11,1779.1
2567,2008-01-12,1779.1
2568,2008-01-13,1779.1
2569,2008-01-14,1779.1
2570,2008-01-15,1779.1
2571,2008-01-16,1779.1
2572,2008-01-17,1779.1
2573,2008-01-18,1779.1
2574,2008-01-19,1779.1
2575,2008-01-20,1779.1
2576,2008-01-21,1779.1
2577,2008-01-22,1779.1
2578,2008-01-23,1779.1
2579,2008-01-24,1779.1
2580,2008-01-25,1779.1
2581,2008-01-26,1779.1
2582,2008-01-27,1779.1
2583,2008-01-28,1779.1
2584,2008-01-29,1779.1
2585,2008-01-30,1779.1
2586,2008-01-31,1779.1
2587,2008-02-01,1779.1
2588,2008-02-02,1779.1
2589,2008-02-03,1779.1
2590,2008-02-04,1779.1
2591,2008-02-05,1779.1
2592,2008-02-06,1779.1
2593,2008-02-07,1779.1
2594,2008-02-08,1779.1
2595,2008-02-09,1779.1
2596,2008-02-10,1779.1
2597,2008-02-11,1779.1
2598,2008-02-12,1779.1
2599,2008-02-13,1779.1
2600,2008-02-14,1779.1
2601,2008-02-15,1779.1
2602,2008-02-16,1779.1
2603,2008-02-17,1779.1
2604,2008-02-18,1779.1
2605,2008-02-19,1779.1
2606,2008-02-20,1779.1
2607,2008-02-21,1779.1
2608,2008-02-22,1779.1
2609,2008-02-23,1779.1
2610,2008-02-24,1779.1
2611,2008-02-25,1779.1
2612,2008-02-26,1779.1
2613,2008-02-27,1779.1
2614,2008-02-28,1779.1
2615,2008-02-29,1779.1
2616,2008-03-01,1779.1
2617,2008-03-02,1779.1
2618,2008-03-03,1779.1
2619,2008-03-04,1779.1
2620,2008-03-05,1779.1
2621,2008-03-06,1779.1
2622,2008-03-07,1779.1
2623,2008-03-08,1779.1
2624,2008-03-09,1779.1
2625,2008-03-10,1779.1
2626,2008-03-11,1779.1
2627,2008-03-12,1779.1
2628,2008-03-13,1779.1
2629,2008-03-14,1779.1
2630,2008-03-15,1779.1
2631,2008-03-16,1779.1
2632,2008-03-17,1779.1
2633,2008-03-18,1779.1
2634,2008-03-19,1779.1
2635,2008-03-20,1779.1
2636,2008-03-21,1779.1
2637,2008-03-22,1779.1
2638,2008-03-23,1779.1
2639,2008-03-24,1779.1
2640,2008-03-25,1779.1
2641,2008-03-26,1779.1
2642,2008-03-27,1779.1
2643,2008-03-28,1779.1
2644,2008-03-29,1779.1
2645,2008-03-30,1779.1
2646,2008-03-31,1779.1
2647,2008-04-01,1779.1
2648,2008-04-02,1779.1
2649,2008-04-03,1779.1
2650,2008-04-04,1779.1
2651,2008-04-05,1779.1
2652,2008-04-06,1779.1
2653,2008-04-07,1779.1
2654,2008-04-08,1779.1
2655,2008-04-09,1779.1
2656,2008-04-10,1779.1
2657,2008-04-11,1779.1
2658,2008-04-12,1779.1
2659,2008-04-13,1779.1
2660,2008-04-14,1779.1
2661,2008-04-15,1779.1
2662,2008-04-16,1779.1
2663,2008-04-17,1779.1
2664,2008-04-18,1779.1
2665,2008-04-19,1779.1
2666,2008-04-20,1779.1
2667,2008-04-21,1779.1
2668,2008-04-22,1779.1
2669,2008-04-23,1779.1
2670,2008-04-24,1779.1
2671,2008-04-25,1779.1
2672,2008-04-26,1779.1
2673,2008-04-27,1779.1
2674,2008-04-28,1779.1
2675,2008-04-29,1779.1
2676,2008-04-30,1779.1
2677,2008-05-01,1779.1
2678,2008-05-02,1779.1
2679,2008-05-03,1779.1
2680,2008-05-04,1779.1
2681,2008-05-05,1779.1
2682,2008-05-06,1779.1
2683,2008-05-07,1779.1
2684,2008-05-08,1779.1
2685,2008-05-09,1779.1
2686,2008-05-10,1779.1
2687,2008-05-11,1779.1
2688,2008-05-12,1779.1
2689,2008-05-13,1779.1
2690,2008-05-14,1779.1
2691,2008-05-15,1779.1
2692,2008-05-16,1779.1
2693,2008-05-17,1779.1
2694,2008-05-18,1779.1
2695,2008-05-19,1779.1
2696,2008-05-20,1779.1
2697,2008-05-21,1779.1
2698,2008-05-22,1779.1
2699,2008-05-23,1779.1
2700,2008-05-24,1779.1
2701,2008-05-25,1779.1
2702,2008-05-26,1779.1
2703,2008-05-27,1779.1
2704,2008-05-28,1779.1
2705,2008-05-29,1779.1
2706,2008-05-30,1779.1
2707,2008-05-31,1779.1
2708,2008-06-01,1779.1
2709,2008-06-02,1779.1
2710,2008-06-03,1779.1
2711,2008-06-04,1779.1
2712,2008-06-05,1779.1
2713,2008-06-06,1779.1
2714,2008-06-07,1779.1
2715,2008-06-08,1779.1
2716,2008-06-09,1779.1
2717,2008-06-10,1779.1
2718,2008-06-11,1779.1
2719,2008-06-12,1779.1
2720,2008-06-13,1779.1
2721,2008-06-14,1779.1
2722,2008-06-15,1779.1
2723,2008-06-16,1779.1
2724,2008-06-17,1779.1
2725,2008-06-18,1779.1
2726,2008-06-19,1779.1
2727,2008-06-20,1779.1
2728,2008-06-21,1779.1
2729,2008-06-22,1779.1
2730,2008-06-23,1779.1
2731,2008-06-24,1779.1
2732,2008-06-25,1779.1
2733,2008-06-26,1779.1
2734,2008-06-27,1779.1
2735,2008-06-28,1779.1
2736,2008-06-29,1779.1
2737,2008-06-30,1779.1
2738,2008-07-01,1779.1
2739,2008-07-02,1779.1
2740,2008-07-03,1779.1
2741,2008-07-04,1779.1
2742,2008-07-05,1779.1
2743,2008-07-06,1779.1
2744,2008-07-07,1779.1
2745,2008-07-08,1779.1
2746,2008-07-09,1779.1
2747,2008-07-10,1779.1
2748,2008-07-11,1779.1
2749,2008-07-12,1779.1
2750,2008-07-13,1779.1
2751,2008-07-14,1779.1
2752,2008-07-15,1779.1
2753,2008-07-16,1779.1
2754,2008-07-17,1779.1
2755,2008-07-18,1779.1
2756,2008-07-19,1779.1
2757,2008-07-20,1779.1
2758,2008-07-21,1779.1
2759,2008-07-22,1779.1
2760,2008-07-23,1779.1
2761,2008-07-24,1779.1
2762,2008-07-25,1779.1
2763,2008-07-26,1779.1
2764,2008-07-27,1779.1
2765,2008-07-28,1779.1
2766,2008-07-29,1779.1
2767,2008-07-30,1779.1
2768,2008-07-31,1779.1
2769,2008-08-01,1779.1
2770,2008-08-02,1779.1
2771,2008-08-03,1779.1
2772,2008-08-04,1779.1
2773,2008-08-05,1779.1
2774,2008-08-06,1779.1
2775,2008-08-07,1779.1
2776,2008-08-08,1779.1
2777,2008-08-09,1779.1
2778,2008-08-10,1779.1
2779,2008-08-11,1779.1
2780,2008-08-12,1779.1
2781,2008-08-13,1779.1
2782,2008-08-14,1779.1
2783,2008-08-15,1779.1
2784,2008-08-16,1779.1
2785,2008-08-17,1779.1
2786,2008-08-18,1779.1
2787,2008-08-19,1779.1
2788,2008-08-20,1779.1
2789,2008-08-21,1779.1
2790,2008-08-22,1779.1
2791,2008-08-23,1779.1
2792,2008-08-24,1779.1
2793,2008-08-25,1779.1
2794,2008-08-26,1779.1
2795,2008-08-27,1779.1
2796,2008-08-28,1779.1
2797,2008-08-29,1779.1
2798,2008-08-30,1779.1
2799,2008-08-31,1779.1
2800,2008-09-01,1779.1
2801,2008-09-02,1779.1
2802,2008-09-03,1779.1
2803,2008-09-04,1779.1
2804,2008-09-05,1779.1
2805,2008-09-06,1779.1
2806,2008-09-07,1779.1
2807,2008-09-08,1779.1
2808,2008-09-09,1779.1
2809,2008-09-10,1779.1
2810,2008-09-11,1779.1
2811,2008-09-12,1779.1
2812,2008-09-13,1779.1
2813,2008-09-14,1779.1
2814,2008-09-15,1779.1
2815,2008-09-16,1779.1
2816,2008-09-17,1779.1
2817,2008-09-18,1779.1
2818,2008-09-19,1779.1
2819,2008-09-20,1779.1
2820,2008-09-21,1779.1
2821,2008-09-22,1779.1
2822,2008-09-23,1779.1
2823,2008-09-24,1779.1
2824,2008-09-25,1779.1
2825,2008-09-26,1779.1
2826,2008-09-27,1779.1
2827,2008-09-28,1779.1
2828,2008-09-29,1779.1
2829,2008-09-30,1779.1
2830,2008-10-01,1779.1
2831,2008-10-02,1779.1
2832,2008-10-03,1779.1
2833,2008-10-04,1779.1
2834,2008-10-05,1779.1
2835,2008-10-06,1779.1
2836,2008-10-07,1779.1
2837,2008-10-08,1779.1
2838,2008-10-09,1779.1
2839,2008-10-10,1779.1
2840,2008-10-11,1779.1
2841,2008-10-12,1779.1
2842,2008-10-13,1779.1
2843,2008-10-14,1779.1
2844,2008-10-15,1779.1
2845,2008-10-16,1779.1
2846,2008-10-17,1779.1
2847,2008-10-18,1779.1
2848,2008-10-19,1779.1
2849,2008-10-20,1779.1
2850,2008-10-21,1779.1
2851,2008-10-22,1779.1
2852,2008-10-23,1779.1
2853,2008-10-24,1779.1
2854,2008-10-25,1779.1
2855,2008-10-26,1779.1
2856,2008-10-27,1779.1
2857,2008-10-28,1779.1
2858,2008-10-29,1779.1
2859,2008-10-30,1779.1
2860,2008-10-31,1779.1
2861,2008-11-01,1779.1
2862,2008-11-02,1779.1
2863,2008-11-03,1779.1
2864,2008-11-04,1779.1
2865,2008-11-05,1779.1
2866,2008-11-06,1779.1
2867,2008-11-07,1779.1
2868,2008-11-08,1779.1
2869,2008-11-09,1779.1
2870,2008-11-10,1779.1
2871,2008-11-11,1779.1
2872,2008-11-12,1779.1
2873,2008-11-13,1779.1
2874,2008-11-14,1779.1
2875,2008-11-15,1779.1
2876,2008-11-16,1779.1
2877,2008-11-17,1779.1
2878,2008-11-18,1779.1
2879,2008-11-19,1779.1
2880,2008-11-20,1779.1
2881,2008-11-21,1779.1
2882,2008-11-22,1779.1
2883,2008-11-23,1779.1
2884,2008-11-24,1779.1
2885,2008-11-25,1779.1
2886,2008-11-26,1779.1
2887,2008-11-27,1779.1
2888,2008-11-28,1779.1
2889,2008-11-29,1779.1
2890,2008-11-30,1779.1
2891,2008-12-01,1779.1
2892,2008-12-02,1779.1
2893,2008-12-03,1779.1
2894,2008-12-04,1779.1
2895,2008-12-05,1779.1
2896,2008-12-06,1779.1
2897,2008-12-07,1779.1
2898,2008-12-08,1779.1
2899,2008-12-09,1779.1
2900,2008-12-10,1779.1
2901,2008-12-11,1779.1
2902,2008-12-12,1779.1
2903,2008-12-13,1779.1
2904,2008-12-14,1779.1
2905,2008-12-15,1779.1
2906,2008-12-16,1779.1
2907,2008-12-17,1779.1
2908,2008-12-18,1779.1
2909,2008-12-19,1779.1
2910,2008-12-20,1779.1
2911,2008-12-21,1779.1
2912,2008-12-22,1779.1
2913,2008-12-23,1779.1
2914,2008-12-24,1779.1
2915,2008-12-25,1779.1
2916,2008-12-26,1779.1
2917,2008-12-27,1779.1
2918,2008-12-28,1779.1
2919,2008-12-29,1779.1
2920,2008-12-30,1779.1
2921,2008-12-31,1779.1
2922,2009-01-01,1307.9
2923,2009-01-02,1307.9
2924,2009-01-03,1307.9
2925,2009-01-04,1307.9
2926,2009-01-05,1307.9
2927,2009-01-06,1307.9
2928,2009-01-07,1307.9
2929,2009-01-08,1307.9
2930,2009-01-09,1307.9
2931,2009-01-10,1307.9
2932,2009-01-11,1307.9
2933,2009-01-12,1307.9
2934,2009-01-13,1307.9
2935,2009-01-14,1307.9
2936,2009-01-15,1307.9
2937,2009-01-16,1307.9
2938,2009-01-17,1307.9
2939,2009-01-18,1307.9
2940,2009-01-19,1307.9
2941,2009-01-20,1307.9
2942,2009-01-21,1307.9
2943,2009-01-22,1307.9
2944,2009-01-23,1307.9
2945,2009-01-24,1307.9
2946,2009-01-25,1307.9
2947,2009-01-26,1307.9
2948,2009-01-27,1307.9
2949,2009-01-28,1307.9
2950,2009-01-29,1307.9
2951,2009-01-30,1307.9
2952,2009-01-31,1307.9
2953,2009-02-01,1307.9
2954,2009-02-02,1307.9
2955,2009-02-03,1307.9
2956,2009-02-04,1307.9
2957,2009-02-05,1307.9
2958,2009-02-06,1307.9
2959,2009-02-07,1307.9
2960,2009-02-08,1307.9
2961,2009-02-09,1307.9
2962,2009-02-10,1307.9
2963,2009-02-11,1307.9
2964,2009-02-12,1307.9
2965,2009-02-13,1307.9
2966,2009-02-14,1307.9
2967,2009-02-15,1307.9
2968,2009-02-16,1307.9
2969,2009-02-17,1307.9
2970,2009-02-18,1307.9
2971,2009-02-19,1307.9
2972,2009-02-20,1307.9
2973,2009-02-21,1307.9
2974,2009-02-22,1307.9
2975,2009-02-23,1307.9
2976,2009-02-24,1307.9
2977,2009-02-25,1307.9
2978,2009-02-26,1307.9
2979,2009-02-27,1307.9
2980,2009-02-28,1307.9
2981,2009-03-01,1307.9
2982,2009-03-02,1307.9
2983,2009-03-03,1307.9
2984,2009-03-04,1307.9
2985,2009-03-05,1307.9
2986,2009-03-06,1307.9
2987,2009-03-07,1307.9
2988,2009-03-08,1307.9
2989,2009-03-09,1307.9
2990,2009-03-10,1307.9
2991,2009-03-11,1307.9
2992,2009-03-12,1307.9
2993,2009-03-13,1307.9
2994,2009-03-14,1307.9
2995,2009-03-15,1307.9
2996,2009-03-16,1307.9
2997,2009-03-17,1307.9
2998,2009-03-18,1307.9
2999,2009-03-19,1307.9
3000,2009-03-20,1307.9
3001,2009-03-21,1307.9
3002,2009-03-22,1307.9
3003,2009-03-23,1307.9
3004,2009-03-24,1307.9
3005,2009-03-25,1307.9
3006,2009-03-26,1307.9
3007,2009-03-27,1307.9
3008,2009-03-28,1307.9
3009,2009-03-29,1307.9
3010,2009-03-30,1307.9
3011,2009-03-31,1307.9
3012,2009-04-01,1307.9
3013,2009-04-02,1307.9
3014,2009-04-03,1307.9
3015,2009-04-04,1307.9
3016,2009-04-05,1307.9
3017,2009-04-06,1307.9
3018,2009-04-07,1307.9
3019,2009-04-08,1307.9
3020,2009-04-09,1307.9
3021,2009-04-10,1307.9
3022,2009-04-11,1307.9
3023,2009-04-12,1307.9
3024,2009-04-13,1307.9
3025,2009-04-14,1307.9
3026,2009-04-15,1307.9
3027,2009-04-16,1307.9
3028,2009-04-17,1307.9
3029,2009-04-18,1307.9
3030,2009-04-19,1307.9
3031,2009-04-20,1307.9
3032,2009-04-21,1307.9
3033,2009-04-22,1307.9
3034,2009-04-23,1307.9
3035,2009-04-24,1307.9
3036,2009-04-25,1307.9
3037,2009-04-26,1307.9
3038,2009-04-27,1307.9
3039,2009-04-28,1307.9
3040,2009-04-29,1307.9
3041,2009-04-30,1307.9
3042,2009-05-01,1307.9
3043,2009-05-02,1307.9
3044,2009-05-03,1307.9
3045,2009-05-04,1307.9
3046,2009-05-05,1307.9
3047,2009-05-06,1307.9
3048,2009-05-07,1307.9
3049,2009-05-08,1307.9
3050,2009-05-09,1307.9
3051,2009-05-10,1307.9
3052,2009-05-11,1307.9
3053,2009-05-12,1307.9
3054,2009-05-13,1307.9
3055,2009-05-14,1307.9
3056,2009-05-15,1307.9
3057,2009-05-16,1307.9
3058,2009-05-17,1307.9
3059,2009-05-18,1307.9
3060,2009-05-19,1307.9
3061,2009-05-20,1307.9
3062,2009-05-21,1307.9
3063,2009-05-22,1307.9
3064,2009-05-23,1307.9
3065,2009-05-24,1307.9
3066,2009-05-25,1307.9
3067,2009-05-26,1307.9
3068,2009-05-27,1307.9
3069,2009-05-28,1307.9
3070,2009-05-29,1307.9
3071,2009-05-30,1307.9
3072,2009-05-31,1307.9
3073,2009-06-01,1307.9
3074,2009-06-02,1307.9
3075,2009-06-03,1307.9
3076,2009-06-04,1307.9
3077,2009-06-05,1307.9
3078,2009-06-06,1307.9
3079,2009-06-07,1307.9
3080,2009-06-08,1307.9
3081,2009-06-09,1307.9
3082,2009-06-10,1307.9
3083,2009-06-11,1307.9
3084,2009-06-12,1307.9
3085,2009-06-13,1307.9
3086,2009-06-14,1307.9
3087,2009-06-15,1307.9
3088,2009-06-16,1307.9
3089,2009-06-17,1307.9
3090,2009-06-18,1307.9
3091,2009-06-19,1307.9
3092,2009-06-20,1307.9
3093,2009-06-21,1307.9
3094,2009-06-22,1307.9
3095,2009-06-23,1307.9
3096,2009-06-24,1307.9
3097,2009-06-25,1307.9
3098,2009-06-26,1307.9
3099,2009-06-27,1307.9
3100,2009-06-28,1307.9
3101,2009-06-29,1307.9
3102,2009-06-30,1307.9
3103,2009-07-01,1307.9
3104,2009-07-02,1307.9
3105,2009-07-03,1307.9
3106,2009-07-04,1307.9
3107,2009-07-05,1307.9
3108,2009-07-06,1307.9
3109,2009-07-07,1307.9
3110,2009-07-08,1307.9
3111,2009-07-09,1307.9
3112,2009-07-10,1307.9
3113,2009-07-11,1307.9
3114,2009-07-12,1307.9
3115,2009-07-13,1307.9
3116,2009-07-14,1307.9
3117,2009-07-15,1307.9
3118,2009-07-16,1307.9
3119,2009-07-17,1307.9
3120,2009-07-18,1307.9
3121,2009-07-19,1307.9
3122,2009-07-20,1307.9
3123,2009-07-21,1307.9
3124,2009-07-22,1307.9
3125,2009-07-23,1307.9
3126,2009-07-24,1307.9
3127,2009-07-25,1307.9
3128,2009-07-26,1307.9
3129,2009-07-27,1307.9
3130,2009-07-28,1307.9
3131,2009-07-29,1307.9
3132,2009-07-30,1307.9
3133,2009-07-31,1307.9
3134,2009-08-01,1307.9
3135,2009-08-02,1307.9
3136,2009-08-03,1307.9
3137,2009-08-04,1307.9
3138,2009-08-05,1307.9
3139,2009-08-06,1307.9
3140,2009-08-07,1307.9
3141,2009-08-08,1307.9
3142,2009-08-09,1307.9
3143,2009-08-10,1307.9
3144,2009-08-11,1307.9
3145,2009-08-12,1307.9
3146,2009-08-13,1307.9
3147,2009-08-14,1307.9
3148,2009-08-15,1307.9
3149,2009-08-16,1307.9
3150,2009-08-17,1307.9
3151,2009-08-18,1307.9
3152,2009-08-19,1307.9
3153,2009-08-20,1307.9
3154,2009-08-21,1307.9
3155,2009-08-22,1307.9
3156,2009-08-23,1307.9
3157,2009-08-24,1307.9
3158,2009-08-25,1307.9
3159,2009-08-26,1307.9
3160,2009-08-27,1307.9
3161,2009-08-28,1307.9
3162,2009-08-29,1307.9
3163,2009-08-30,1307.9
3164,2009-08-31,1307.9
3165,2009-09-01,1307.9
3166,2009-09-02,1307.9
3167,2009-09-03,1307.9
