,Year, Total
2130,2006-11-01,9.0
2131,2006-11-02,9.0
2132,2006-11-03,9.0
2133,2006-11-04,9.0
2134,2006-11-05,9.0
2135,2006-11-06,9.0
2136,2006-11-07,9.0
2137,2006-11-08,9.0
2138,2006-11-09,9.0
2139,2006-11-10,9.0
2140,2006-11-11,9.0
2141,2006-11-12,9.0
2142,2006-11-13,9.0
2143,2006-11-14,9.0
2144,2006-11-15,9.0
2145,2006-11-16,9.0
2146,2006-11-17,9.0
2147,2006-11-18,9.0
2148,2006-11-19,9.0
2149,2006-11-20,9.0
2150,2006-11-21,9.0
2151,2006-11-22,9.0
2152,2006-11-23,9.0
2153,2006-11-24,9.0
2154,2006-11-25,9.0
2155,2006-11-26,9.0
2156,2006-11-27,9.0
2157,2006-11-28,9.0
2158,2006-11-29,9.0
2159,2006-11-30,9.0
2160,2006-12-01,9.0
2161,2006-12-02,9.0
2162,2006-12-03,9.0
2163,2006-12-04,9.0
2164,2006-12-05,9.0
2165,2006-12-06,9.0
2166,2006-12-07,9.0
2167,2006-12-08,9.0
2168,2006-12-09,9.0
2169,2006-12-10,9.0
2170,2006-12-11,9.0
2171,2006-12-12,9.0
2172,2006-12-13,9.0
2173,2006-12-14,9.0
2174,2006-12-15,9.0
2175,2006-12-16,9.0
2176,2006-12-17,9.0
2177,2006-12-18,9.0
2178,2006-12-19,9.0
2179,2006-12-20,9.0
2180,2006-12-21,9.0
2181,2006-12-22,9.0
2182,2006-12-23,9.0
2183,2006-12-24,9.0
2184,2006-12-25,9.0
2185,2006-12-26,9.0
2186,2006-12-27,9.0
2187,2006-12-28,9.0
2188,2006-12-29,9.0
2189,2006-12-30,9.0
2190,2006-12-31,9.0
2191,2007-01-01,11.87
2192,2007-01-02,11.87
2193,2007-01-03,11.87
2194,2007-01-04,11.87
2195,2007-01-05,11.87
2196,2007-01-06,11.87
2197,2007-01-07,11.87
2198,2007-01-08,11.87
2199,2007-01-09,11.87
2200,2007-01-10,11.87
2201,2007-01-11,11.87
2202,2007-01-12,11.87
2203,2007-01-13,11.87
2204,2007-01-14,11.87
2205,2007-01-15,11.87
2206,2007-01-16,11.87
2207,2007-01-17,11.87
2208,2007-01-18,11.87
2209,2007-01-19,11.87
2210,2007-01-20,11.87
2211,2007-01-21,11.87
2212,2007-01-22,11.87
2213,2007-01-23,11.87
2214,2007-01-24,11.87
2215,2007-01-25,11.87
2216,2007-01-26,11.87
2217,2007-01-27,11.87
2218,2007-01-28,11.87
2219,2007-01-29,11.87
2220,2007-01-30,11.87
2221,2007-01-31,11.87
2222,2007-02-01,11.87
2223,2007-02-02,11.87
2224,2007-02-03,11.87
2225,2007-02-04,11.87
2226,2007-02-05,11.87
2227,2007-02-06,11.87
2228,2007-02-07,11.87
2229,2007-02-08,11.87
2230,2007-02-09,11.87
2231,2007-02-10,11.87
2232,2007-02-11,11.87
2233,2007-02-12,11.87
2234,2007-02-13,11.87
2235,2007-02-14,11.87
2236,2007-02-15,11.87
2237,2007-02-16,11.87
2238,2007-02-17,11.87
2239,2007-02-18,11.87
2240,2007-02-19,11.87
2241,2007-02-20,11.87
2242,2007-02-21,11.87
2243,2007-02-22,11.87
2244,2007-02-23,11.87
2245,2007-02-24,11.87
2246,2007-02-25,11.87
2247,2007-02-26,11.87
2248,2007-02-27,11.87
2249,2007-02-28,11.87
2250,2007-03-01,11.87
2251,2007-03-02,11.87
2252,2007-03-03,11.87
2253,2007-03-04,11.87
2254,2007-03-05,11.87
2255,2007-03-06,11.87
2256,2007-03-07,11.87
2257,2007-03-08,11.87
2258,2007-03-09,11.87
2259,2007-03-10,11.87
2260,2007-03-11,11.87
2261,2007-03-12,11.87
2262,2007-03-13,11.87
2263,2007-03-14,11.87
2264,2007-03-15,11.87
2265,2007-03-16,11.87
2266,2007-03-17,11.87
2267,2007-03-18,11.87
2268,2007-03-19,11.87
2269,2007-03-20,11.87
2270,2007-03-21,11.87
2271,2007-03-22,11.87
2272,2007-03-23,11.87
2273,2007-03-24,11.87
2274,2007-03-25,11.87
2275,2007-03-26,11.87
2276,2007-03-27,11.87
2277,2007-03-28,11.87
2278,2007-03-29,11.87
2279,2007-03-30,11.87
2280,2007-03-31,11.87
2281,2007-04-01,11.87
2282,2007-04-02,11.87
2283,2007-04-03,11.87
2284,2007-04-04,11.87
2285,2007-04-05,11.87
2286,2007-04-06,11.87
2287,2007-04-07,11.87
2288,2007-04-08,11.87
2289,2007-04-09,11.87
2290,2007-04-10,11.87
2291,2007-04-11,11.87
2292,2007-04-12,11.87
2293,2007-04-13,11.87
2294,2007-04-14,11.87
2295,2007-04-15,11.87
2296,2007-04-16,11.87
2297,2007-04-17,11.87
2298,2007-04-18,11.87
2299,2007-04-19,11.87
2300,2007-04-20,11.87
2301,2007-04-21,11.87
2302,2007-04-22,11.87
2303,2007-04-23,11.87
2304,2007-04-24,11.87
2305,2007-04-25,11.87
2306,2007-04-26,11.87
2307,2007-04-27,11.87
2308,2007-04-28,11.87
2309,2007-04-29,11.87
2310,2007-04-30,11.87
2311,2007-05-01,11.87
2312,2007-05-02,11.87
2313,2007-05-03,11.87
2314,2007-05-04,11.87
2315,2007-05-05,11.87
2316,2007-05-06,11.87
2317,2007-05-07,11.87
2318,2007-05-08,11.87
2319,2007-05-09,11.87
2320,2007-05-10,11.87
2321,2007-05-11,11.87
2322,2007-05-12,11.87
2323,2007-05-13,11.87
2324,2007-05-14,11.87
2325,2007-05-15,11.87
2326,2007-05-16,11.87
2327,2007-05-17,11.87
2328,2007-05-18,11.87
2329,2007-05-19,11.87
2330,2007-05-20,11.87
2331,2007-05-21,11.87
2332,2007-05-22,11.87
2333,2007-05-23,11.87
2334,2007-05-24,11.87
2335,2007-05-25,11.87
2336,2007-05-26,11.87
2337,2007-05-27,11.87
2338,2007-05-28,11.87
2339,2007-05-29,11.87
2340,2007-05-30,11.87
2341,2007-05-31,11.87
2342,2007-06-01,11.87
2343,2007-06-02,11.87
2344,2007-06-03,11.87
2345,2007-06-04,11.87
2346,2007-06-05,11.87
2347,2007-06-06,11.87
2348,2007-06-07,11.87
2349,2007-06-08,11.87
2350,2007-06-09,11.87
2351,2007-06-10,11.87
2352,2007-06-11,11.87
2353,2007-06-12,11.87
2354,2007-06-13,11.87
2355,2007-06-14,11.87
2356,2007-06-15,11.87
2357,2007-06-16,11.87
2358,2007-06-17,11.87
2359,2007-06-18,11.87
2360,2007-06-19,11.87
2361,2007-06-20,11.87
2362,2007-06-21,11.87
2363,2007-06-22,11.87
2364,2007-06-23,11.87
2365,2007-06-24,11.87
2366,2007-06-25,11.87
2367,2007-06-26,11.87
2368,2007-06-27,11.87
2369,2007-06-28,11.87
2370,2007-06-29,11.87
2371,2007-06-30,11.87
2372,2007-07-01,11.87
2373,2007-07-02,11.87
2374,2007-07-03,11.87
2375,2007-07-04,11.87
2376,2007-07-05,11.87
2377,2007-07-06,11.87
2378,2007-07-07,11.87
2379,2007-07-08,11.87
2380,2007-07-09,11.87
2381,2007-07-10,11.87
2382,2007-07-11,11.87
2383,2007-07-12,11.87
2384,2007-07-13,11.87
2385,2007-07-14,11.87
2386,2007-07-15,11.87
2387,2007-07-16,11.87
2388,2007-07-17,11.87
2389,2007-07-18,11.87
2390,2007-07-19,11.87
2391,2007-07-20,11.87
2392,2007-07-21,11.87
2393,2007-07-22,11.87
2394,2007-07-23,11.87
2395,2007-07-24,11.87
2396,2007-07-25,11.87
2397,2007-07-26,11.87
2398,2007-07-27,11.87
2399,2007-07-28,11.87
2400,2007-07-29,11.87
2401,2007-07-30,11.87
2402,2007-07-31,11.87
2403,2007-08-01,11.87
2404,2007-08-02,11.87
2405,2007-08-03,11.87
2406,2007-08-04,11.87
2407,2007-08-05,11.87
2408,2007-08-06,11.87
2409,2007-08-07,11.87
2410,2007-08-08,11.87
2411,2007-08-09,11.87
2412,2007-08-10,11.87
2413,2007-08-11,11.87
2414,2007-08-12,11.87
2415,2007-08-13,11.87
2416,2007-08-14,11.87
2417,2007-08-15,11.87
2418,2007-08-16,11.87
2419,2007-08-17,11.87
2420,2007-08-18,11.87
2421,2007-08-19,11.87
2422,2007-08-20,11.87
2423,2007-08-21,11.87
2424,2007-08-22,11.87
2425,2007-08-23,11.87
2426,2007-08-24,11.87
2427,2007-08-25,11.87
2428,2007-08-26,11.87
2429,2007-08-27,11.87
2430,2007-08-28,11.87
2431,2007-08-29,11.87
2432,2007-08-30,11.87
2433,2007-08-31,11.87
2434,2007-09-01,11.87
2435,2007-09-02,11.87
2436,2007-09-03,11.87
2437,2007-09-04,11.87
2438,2007-09-05,11.87
2439,2007-09-06,11.87
2440,2007-09-07,11.87
2441,2007-09-08,11.87
2442,2007-09-09,11.87
2443,2007-09-10,11.87
2444,2007-09-11,11.87
2445,2007-09-12,11.87
2446,2007-09-13,11.87
2447,2007-09-14,11.87
2448,2007-09-15,11.87
2449,2007-09-16,11.87
2450,2007-09-17,11.87
2451,2007-09-18,11.87
2452,2007-09-19,11.87
2453,2007-09-20,11.87
2454,2007-09-21,11.87
2455,2007-09-22,11.87
2456,2007-09-23,11.87
2457,2007-09-24,11.87
2458,2007-09-25,11.87
2459,2007-09-26,11.87
2460,2007-09-27,11.87
2461,2007-09-28,11.87
2462,2007-09-29,11.87
2463,2007-09-30,11.87
2464,2007-10-01,11.87
2465,2007-10-02,11.87
2466,2007-10-03,11.87
2467,2007-10-04,11.87
2468,2007-10-05,11.87
2469,2007-10-06,11.87
2470,2007-10-07,11.87
2471,2007-10-08,11.87
2472,2007-10-09,11.87
2473,2007-10-10,11.87
2474,2007-10-11,11.87
2475,2007-10-12,11.87
2476,2007-10-13,11.87
2477,2007-10-14,11.87
2478,2007-10-15,11.87
2479,2007-10-16,11.87
2480,2007-10-17,11.87
2481,2007-10-18,11.87
2482,2007-10-19,11.87
2483,2007-10-20,11.87
2484,2007-10-21,11.87
2485,2007-10-22,11.87
2486,2007-10-23,11.87
2487,2007-10-24,11.87
2488,2007-10-25,11.87
2489,2007-10-26,11.87
2490,2007-10-27,11.87
2491,2007-10-28,11.87
2492,2007-10-29,11.87
2493,2007-10-30,11.87
2494,2007-10-31,11.87
2495,2007-11-01,11.87
2496,2007-11-02,11.87
2497,2007-11-03,11.87
2498,2007-11-04,11.87
2499,2007-11-05,11.87
2500,2007-11-06,11.87
2501,2007-11-07,11.87
2502,2007-11-08,11.87
2503,2007-11-09,11.87
2504,2007-11-10,11.87
2505,2007-11-11,11.87
2506,2007-11-12,11.87
2507,2007-11-13,11.87
2508,2007-11-14,11.87
2509,2007-11-15,11.87
2510,2007-11-16,11.87
2511,2007-11-17,11.87
2512,2007-11-18,11.87
2513,2007-11-19,11.87
2514,2007-11-20,11.87
2515,2007-11-21,11.87
2516,2007-11-22,11.87
2517,2007-11-23,11.87
2518,2007-11-24,11.87
2519,2007-11-25,11.87
2520,2007-11-26,11.87
2521,2007-11-27,11.87
2522,2007-11-28,11.87
2523,2007-11-29,11.87
2524,2007-11-30,11.87
2525,2007-12-01,11.87
2526,2007-12-02,11.87
2527,2007-12-03,11.87
2528,2007-12-04,11.87
2529,2007-12-05,11.87
2530,2007-12-06,11.87
2531,2007-12-07,11.87
2532,2007-12-08,11.87
2533,2007-12-09,11.87
2534,2007-12-10,11.87
2535,2007-12-11,11.87
2536,2007-12-12,11.87
2537,2007-12-13,11.87
2538,2007-12-14,11.87
2539,2007-12-15,11.87
2540,2007-12-16,11.87
2541,2007-12-17,11.87
2542,2007-12-18,11.87
2543,2007-12-19,11.87
2544,2007-12-20,11.87
2545,2007-12-21,11.87
2546,2007-12-22,11.87
2547,2007-12-23,11.87
2548,2007-12-24,11.87
2549,2007-12-25,11.87
2550,2007-12-26,11.87
2551,2007-12-27,11.87
2552,2007-12-28,11.87
2553,2007-12-29,11.87
2554,2007-12-30,11.87
2555,2007-12-31,11.87
2556,2008-01-01,13.28
2557,2008-01-02,13.28
2558,2008-01-03,13.28
2559,2008-01-04,13.28
2560,2008-01-05,13.28
2561,2008-01-06,13.28
2562,2008-01-07,13.28
2563,2008-01-08,13.28
2564,2008-01-09,13.28
2565,2008-01-10,13.28
2566,2008-01-11,13.28
2567,2008-01-12,13.28
2568,2008-01-13,13.28
2569,2008-01-14,13.28
2570,2008-01-15,13.28
2571,2008-01-16,13.28
2572,2008-01-17,13.28
2573,2008-01-18,13.28
2574,2008-01-19,13.28
2575,2008-01-20,13.28
2576,2008-01-21,13.28
2577,2008-01-22,13.28
2578,2008-01-23,13.28
2579,2008-01-24,13.28
2580,2008-01-25,13.28
2581,2008-01-26,13.28
2582,2008-01-27,13.28
2583,2008-01-28,13.28
2584,2008-01-29,13.28
2585,2008-01-30,13.28
2586,2008-01-31,13.28
2587,2008-02-01,13.28
2588,2008-02-02,13.28
2589,2008-02-03,13.28
2590,2008-02-04,13.28
2591,2008-02-05,13.28
2592,2008-02-06,13.28
2593,2008-02-07,13.28
2594,2008-02-08,13.28
2595,2008-02-09,13.28
2596,2008-02-10,13.28
2597,2008-02-11,13.28
2598,2008-02-12,13.28
2599,2008-02-13,13.28
2600,2008-02-14,13.28
2601,2008-02-15,13.28
2602,2008-02-16,13.28
2603,2008-02-17,13.28
2604,2008-02-18,13.28
2605,2008-02-19,13.28
2606,2008-02-20,13.28
2607,2008-02-21,13.28
2608,2008-02-22,13.28
2609,2008-02-23,13.28
2610,2008-02-24,13.28
2611,2008-02-25,13.28
2612,2008-02-26,13.28
2613,2008-02-27,13.28
2614,2008-02-28,13.28
2615,2008-02-29,13.28
2616,2008-03-01,13.28
2617,2008-03-02,13.28
2618,2008-03-03,13.28
2619,2008-03-04,13.28
2620,2008-03-05,13.28
2621,2008-03-06,13.28
2622,2008-03-07,13.28
2623,2008-03-08,13.28
2624,2008-03-09,13.28
2625,2008-03-10,13.28
2626,2008-03-11,13.28
2627,2008-03-12,13.28
2628,2008-03-13,13.28
2629,2008-03-14,13.28
2630,2008-03-15,13.28
2631,2008-03-16,13.28
2632,2008-03-17,13.28
2633,2008-03-18,13.28
2634,2008-03-19,13.28
2635,2008-03-20,13.28
2636,2008-03-21,13.28
2637,2008-03-22,13.28
2638,2008-03-23,13.28
2639,2008-03-24,13.28
2640,2008-03-25,13.28
2641,2008-03-26,13.28
2642,2008-03-27,13.28
2643,2008-03-28,13.28
2644,2008-03-29,13.28
2645,2008-03-30,13.28
2646,2008-03-31,13.28
2647,2008-04-01,13.28
2648,2008-04-02,13.28
2649,2008-04-03,13.28
2650,2008-04-04,13.28
2651,2008-04-05,13.28
2652,2008-04-06,13.28
2653,2008-04-07,13.28
2654,2008-04-08,13.28
2655,2008-04-09,13.28
2656,2008-04-10,13.28
2657,2008-04-11,13.28
2658,2008-04-12,13.28
2659,2008-04-13,13.28
2660,2008-04-14,13.28
2661,2008-04-15,13.28
2662,2008-04-16,13.28
2663,2008-04-17,13.28
2664,2008-04-18,13.28
2665,2008-04-19,13.28
2666,2008-04-20,13.28
2667,2008-04-21,13.28
2668,2008-04-22,13.28
2669,2008-04-23,13.28
2670,2008-04-24,13.28
2671,2008-04-25,13.28
2672,2008-04-26,13.28
2673,2008-04-27,13.28
2674,2008-04-28,13.28
2675,2008-04-29,13.28
2676,2008-04-30,13.28
2677,2008-05-01,13.28
2678,2008-05-02,13.28
2679,2008-05-03,13.28
2680,2008-05-04,13.28
2681,2008-05-05,13.28
2682,2008-05-06,13.28
2683,2008-05-07,13.28
2684,2008-05-08,13.28
2685,2008-05-09,13.28
2686,2008-05-10,13.28
2687,2008-05-11,13.28
2688,2008-05-12,13.28
2689,2008-05-13,13.28
2690,2008-05-14,13.28
2691,2008-05-15,13.28
2692,2008-05-16,13.28
2693,2008-05-17,13.28
2694,2008-05-18,13.28
2695,2008-05-19,13.28
2696,2008-05-20,13.28
2697,2008-05-21,13.28
2698,2008-05-22,13.28
2699,2008-05-23,13.28
2700,2008-05-24,13.28
2701,2008-05-25,13.28
2702,2008-05-26,13.28
2703,2008-05-27,13.28
2704,2008-05-28,13.28
2705,2008-05-29,13.28
2706,2008-05-30,13.28
2707,2008-05-31,13.28
2708,2008-06-01,13.28
2709,2008-06-02,13.28
2710,2008-06-03,13.28
2711,2008-06-04,13.28
2712,2008-06-05,13.28
2713,2008-06-06,13.28
2714,2008-06-07,13.28
2715,2008-06-08,13.28
2716,2008-06-09,13.28
2717,2008-06-10,13.28
2718,2008-06-11,13.28
2719,2008-06-12,13.28
2720,2008-06-13,13.28
2721,2008-06-14,13.28
2722,2008-06-15,13.28
2723,2008-06-16,13.28
2724,2008-06-17,13.28
2725,2008-06-18,13.28
2726,2008-06-19,13.28
2727,2008-06-20,13.28
2728,2008-06-21,13.28
2729,2008-06-22,13.28
2730,2008-06-23,13.28
2731,2008-06-24,13.28
2732,2008-06-25,13.28
2733,2008-06-26,13.28
2734,2008-06-27,13.28
2735,2008-06-28,13.28
2736,2008-06-29,13.28
2737,2008-06-30,13.28
2738,2008-07-01,13.28
2739,2008-07-02,13.28
2740,2008-07-03,13.28
2741,2008-07-04,13.28
2742,2008-07-05,13.28
2743,2008-07-06,13.28
2744,2008-07-07,13.28
2745,2008-07-08,13.28
2746,2008-07-09,13.28
2747,2008-07-10,13.28
2748,2008-07-11,13.28
2749,2008-07-12,13.28
2750,2008-07-13,13.28
2751,2008-07-14,13.28
2752,2008-07-15,13.28
2753,2008-07-16,13.28
2754,2008-07-17,13.28
2755,2008-07-18,13.28
2756,2008-07-19,13.28
2757,2008-07-20,13.28
2758,2008-07-21,13.28
2759,2008-07-22,13.28
2760,2008-07-23,13.28
2761,2008-07-24,13.28
2762,2008-07-25,13.28
2763,2008-07-26,13.28
2764,2008-07-27,13.28
2765,2008-07-28,13.28
2766,2008-07-29,13.28
2767,2008-07-30,13.28
2768,2008-07-31,13.28
2769,2008-08-01,13.28
2770,2008-08-02,13.28
2771,2008-08-03,13.28
2772,2008-08-04,13.28
2773,2008-08-05,13.28
2774,2008-08-06,13.28
2775,2008-08-07,13.28
2776,2008-08-08,13.28
2777,2008-08-09,13.28
2778,2008-08-10,13.28
2779,2008-08-11,13.28
2780,2008-08-12,13.28
2781,2008-08-13,13.28
2782,2008-08-14,13.28
2783,2008-08-15,13.28
2784,2008-08-16,13.28
2785,2008-08-17,13.28
2786,2008-08-18,13.28
2787,2008-08-19,13.28
2788,2008-08-20,13.28
2789,2008-08-21,13.28
2790,2008-08-22,13.28
2791,2008-08-23,13.28
2792,2008-08-24,13.28
2793,2008-08-25,13.28
2794,2008-08-26,13.28
2795,2008-08-27,13.28
2796,2008-08-28,13.28
2797,2008-08-29,13.28
2798,2008-08-30,13.28
2799,2008-08-31,13.28
2800,2008-09-01,13.28
2801,2008-09-02,13.28
2802,2008-09-03,13.28
2803,2008-09-04,13.28
2804,2008-09-05,13.28
2805,2008-09-06,13.28
2806,2008-09-07,13.28
2807,2008-09-08,13.28
2808,2008-09-09,13.28
2809,2008-09-10,13.28
2810,2008-09-11,13.28
2811,2008-09-12,13.28
2812,2008-09-13,13.28
2813,2008-09-14,13.28
2814,2008-09-15,13.28
2815,2008-09-16,13.28
2816,2008-09-17,13.28
2817,2008-09-18,13.28
2818,2008-09-19,13.28
2819,2008-09-20,13.28
2820,2008-09-21,13.28
2821,2008-09-22,13.28
2822,2008-09-23,13.28
2823,2008-09-24,13.28
2824,2008-09-25,13.28
2825,2008-09-26,13.28
2826,2008-09-27,13.28
2827,2008-09-28,13.28
2828,2008-09-29,13.28
2829,2008-09-30,13.28
2830,2008-10-01,13.28
2831,2008-10-02,13.28
2832,2008-10-03,13.28
2833,2008-10-04,13.28
2834,2008-10-05,13.28
2835,2008-10-06,13.28
2836,2008-10-07,13.28
2837,2008-10-08,13.28
2838,2008-10-09,13.28
2839,2008-10-10,13.28
2840,2008-10-11,13.28
2841,2008-10-12,13.28
2842,2008-10-13,13.28
2843,2008-10-14,13.28
2844,2008-10-15,13.28
2845,2008-10-16,13.28
2846,2008-10-17,13.28
2847,2008-10-18,13.28
2848,2008-10-19,13.28
2849,2008-10-20,13.28
2850,2008-10-21,13.28
2851,2008-10-22,13.28
2852,2008-10-23,13.28
2853,2008-10-24,13.28
2854,2008-10-25,13.28
2855,2008-10-26,13.28
2856,2008-10-27,13.28
2857,2008-10-28,13.28
2858,2008-10-29,13.28
2859,2008-10-30,13.28
2860,2008-10-31,13.28
2861,2008-11-01,13.28
2862,2008-11-02,13.28
2863,2008-11-03,13.28
2864,2008-11-04,13.28
2865,2008-11-05,13.28
2866,2008-11-06,13.28
2867,2008-11-07,13.28
2868,2008-11-08,13.28
2869,2008-11-09,13.28
2870,2008-11-10,13.28
2871,2008-11-11,13.28
2872,2008-11-12,13.28
2873,2008-11-13,13.28
2874,2008-11-14,13.28
2875,2008-11-15,13.28
2876,2008-11-16,13.28
2877,2008-11-17,13.28
2878,2008-11-18,13.28
2879,2008-11-19,13.28
2880,2008-11-20,13.28
2881,2008-11-21,13.28
2882,2008-11-22,13.28
2883,2008-11-23,13.28
2884,2008-11-24,13.28
2885,2008-11-25,13.28
2886,2008-11-26,13.28
2887,2008-11-27,13.28
2888,2008-11-28,13.28
2889,2008-11-29,13.28
2890,2008-11-30,13.28
2891,2008-12-01,13.28
2892,2008-12-02,13.28
2893,2008-12-03,13.28
2894,2008-12-04,13.28
2895,2008-12-05,13.28
2896,2008-12-06,13.28
2897,2008-12-07,13.28
2898,2008-12-08,13.28
2899,2008-12-09,13.28
2900,2008-12-10,13.28
2901,2008-12-11,13.28
2902,2008-12-12,13.28
2903,2008-12-13,13.28
2904,2008-12-14,13.28
2905,2008-12-15,13.28
2906,2008-12-16,13.28
2907,2008-12-17,13.28
2908,2008-12-18,13.28
2909,2008-12-19,13.28
2910,2008-12-20,13.28
2911,2008-12-21,13.28
2912,2008-12-22,13.28
2913,2008-12-23,13.28
2914,2008-12-24,13.28
2915,2008-12-25,13.28
2916,2008-12-26,13.28
2917,2008-12-27,13.28
2918,2008-12-28,13.28
2919,2008-12-29,13.28
2920,2008-12-30,13.28
2921,2008-12-31,13.28
2922,2009-01-01,8.8
2923,2009-01-02,8.8
2924,2009-01-03,8.8
2925,2009-01-04,8.8
2926,2009-01-05,8.8
2927,2009-01-06,8.8
2928,2009-01-07,8.8
2929,2009-01-08,8.8
2930,2009-01-09,8.8
2931,2009-01-10,8.8
2932,2009-01-11,8.8
2933,2009-01-12,8.8
2934,2009-01-13,8.8
2935,2009-01-14,8.8
2936,2009-01-15,8.8
2937,2009-01-16,8.8
2938,2009-01-17,8.8
2939,2009-01-18,8.8
2940,2009-01-19,8.8
2941,2009-01-20,8.8
2942,2009-01-21,8.8
2943,2009-01-22,8.8
2944,2009-01-23,8.8
2945,2009-01-24,8.8
2946,2009-01-25,8.8
2947,2009-01-26,8.8
2948,2009-01-27,8.8
2949,2009-01-28,8.8
2950,2009-01-29,8.8
2951,2009-01-30,8.8
2952,2009-01-31,8.8
2953,2009-02-01,8.8
2954,2009-02-02,8.8
2955,2009-02-03,8.8
2956,2009-02-04,8.8
2957,2009-02-05,8.8
2958,2009-02-06,8.8
2959,2009-02-07,8.8
2960,2009-02-08,8.8
2961,2009-02-09,8.8
2962,2009-02-10,8.8
2963,2009-02-11,8.8
2964,2009-02-12,8.8
2965,2009-02-13,8.8
2966,2009-02-14,8.8
2967,2009-02-15,8.8
2968,2009-02-16,8.8
2969,2009-02-17,8.8
2970,2009-02-18,8.8
2971,2009-02-19,8.8
2972,2009-02-20,8.8
2973,2009-02-21,8.8
2974,2009-02-22,8.8
2975,2009-02-23,8.8
2976,2009-02-24,8.8
2977,2009-02-25,8.8
2978,2009-02-26,8.8
2979,2009-02-27,8.8
2980,2009-02-28,8.8
2981,2009-03-01,8.8
2982,2009-03-02,8.8
2983,2009-03-03,8.8
2984,2009-03-04,8.8
2985,2009-03-05,8.8
2986,2009-03-06,8.8
2987,2009-03-07,8.8
2988,2009-03-08,8.8
2989,2009-03-09,8.8
2990,2009-03-10,8.8
2991,2009-03-11,8.8
2992,2009-03-12,8.8
2993,2009-03-13,8.8
2994,2009-03-14,8.8
2995,2009-03-15,8.8
2996,2009-03-16,8.8
2997,2009-03-17,8.8
2998,2009-03-18,8.8
2999,2009-03-19,8.8
3000,2009-03-20,8.8
3001,2009-03-21,8.8
3002,2009-03-22,8.8
3003,2009-03-23,8.8
3004,2009-03-24,8.8
3005,2009-03-25,8.8
3006,2009-03-26,8.8
3007,2009-03-27,8.8
3008,2009-03-28,8.8
3009,2009-03-29,8.8
3010,2009-03-30,8.8
3011,2009-03-31,8.8
3012,2009-04-01,8.8
3013,2009-04-02,8.8
3014,2009-04-03,8.8
3015,2009-04-04,8.8
3016,2009-04-05,8.8
3017,2009-04-06,8.8
3018,2009-04-07,8.8
3019,2009-04-08,8.8
3020,2009-04-09,8.8
3021,2009-04-10,8.8
3022,2009-04-11,8.8
3023,2009-04-12,8.8
3024,2009-04-13,8.8
3025,2009-04-14,8.8
3026,2009-04-15,8.8
3027,2009-04-16,8.8
3028,2009-04-17,8.8
3029,2009-04-18,8.8
3030,2009-04-19,8.8
3031,2009-04-20,8.8
3032,2009-04-21,8.8
3033,2009-04-22,8.8
3034,2009-04-23,8.8
3035,2009-04-24,8.8
3036,2009-04-25,8.8
3037,2009-04-26,8.8
3038,2009-04-27,8.8
3039,2009-04-28,8.8
3040,2009-04-29,8.8
3041,2009-04-30,8.8
3042,2009-05-01,8.8
3043,2009-05-02,8.8
3044,2009-05-03,8.8
3045,2009-05-04,8.8
3046,2009-05-05,8.8
3047,2009-05-06,8.8
3048,2009-05-07,8.8
3049,2009-05-08,8.8
3050,2009-05-09,8.8
3051,2009-05-10,8.8
3052,2009-05-11,8.8
3053,2009-05-12,8.8
3054,2009-05-13,8.8
3055,2009-05-14,8.8
3056,2009-05-15,8.8
3057,2009-05-16,8.8
3058,2009-05-17,8.8
3059,2009-05-18,8.8
3060,2009-05-19,8.8
3061,2009-05-20,8.8
3062,2009-05-21,8.8
3063,2009-05-22,8.8
3064,2009-05-23,8.8
3065,2009-05-24,8.8
3066,2009-05-25,8.8
3067,2009-05-26,8.8
3068,2009-05-27,8.8
3069,2009-05-28,8.8
3070,2009-05-29,8.8
3071,2009-05-30,8.8
3072,2009-05-31,8.8
3073,2009-06-01,8.8
3074,2009-06-02,8.8
3075,2009-06-03,8.8
3076,2009-06-04,8.8
3077,2009-06-05,8.8
3078,2009-06-06,8.8
3079,2009-06-07,8.8
3080,2009-06-08,8.8
3081,2009-06-09,8.8
3082,2009-06-10,8.8
3083,2009-06-11,8.8
3084,2009-06-12,8.8
3085,2009-06-13,8.8
3086,2009-06-14,8.8
3087,2009-06-15,8.8
3088,2009-06-16,8.8
3089,2009-06-17,8.8
3090,2009-06-18,8.8
3091,2009-06-19,8.8
3092,2009-06-20,8.8
3093,2009-06-21,8.8
3094,2009-06-22,8.8
3095,2009-06-23,8.8
3096,2009-06-24,8.8
3097,2009-06-25,8.8
3098,2009-06-26,8.8
3099,2009-06-27,8.8
3100,2009-06-28,8.8
3101,2009-06-29,8.8
3102,2009-06-30,8.8
3103,2009-07-01,8.8
3104,2009-07-02,8.8
3105,2009-07-03,8.8
3106,2009-07-04,8.8
3107,2009-07-05,8.8
3108,2009-07-06,8.8
3109,2009-07-07,8.8
3110,2009-07-08,8.8
3111,2009-07-09,8.8
3112,2009-07-10,8.8
3113,2009-07-11,8.8
3114,2009-07-12,8.8
3115,2009-07-13,8.8
3116,2009-07-14,8.8
3117,2009-07-15,8.8
3118,2009-07-16,8.8
3119,2009-07-17,8.8
3120,2009-07-18,8.8
3121,2009-07-19,8.8
3122,2009-07-20,8.8
3123,2009-07-21,8.8
3124,2009-07-22,8.8
3125,2009-07-23,8.8
3126,2009-07-24,8.8
3127,2009-07-25,8.8
3128,2009-07-26,8.8
